X,Y,施設名,施設名かな,所在地,地区名,TEL,FAX,詳細情報,URL,小分類,施設ID,コード
135.4574109,34.67887817,大阪市立春日出中学校,おおさかしりつかすがでちゅうがっこう,此花区春日出南1-2-8,此花区,6468-7371,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j542090,中学校,948,25401
135.4450222,34.68162511,大阪市立梅香中学校,おおさかしりつばいかちゅうがっこう,此花区春日出北3-11-33,此花区,6462-2171,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j542091,中学校,959,25402
135.4551329,34.69009694,大阪市立此花中学校,おおさかしりつこのはなちゅうがっこう,此花区高見2-14-31,此花区,6468-7241,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j542092,中学校,1136,25403
135.4618575,34.68027881,大阪市立咲くやこの花中学校,おおさかしりつさくやこのはなちゅうがっこう,此花区西九条6-1-44,此花区,06-6464-8881,06-6464-3984,,http://swa.city-osaka.ed.jp/swas/index.php?id=j542093,中学校,9261,25404
135.5180667,34.68288311,大阪市立東中学校,おおさかしりつひがしちゅうがっこう,中央区大手前4丁目1番5号,中央区,06-6941-0195,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j552120,中学校,446,25501
135.508728,34.67391411,大阪市立南中学校,おおさかしりつみなみちゅうがっこう,中央区島之内1丁目10番23号,中央区,06-6271-1456,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j552122,中学校,530,25502
135.5183833,34.67229692,大阪市立上町中学校,おおさかしりつうえまちちゅうがっこう,中央区上本町西3丁目2番30号,中央区,06-6762-6556,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j552123,中学校,531,25503
135.478583,34.67150603,大阪市立西中学校,おおさかしりつにしちゅうがっこう,西区千代崎3-1-43,西区,06-6582-5040,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j562150,中学校,2175,25601
135.4890219,34.68638892,大阪市立花乃井中学校,おおさかしりつはなのいちゅうがっこう,西区江戸堀2-8-29,西区,06-6441-0050,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j562151,中学校,3397,25602
135.4894942,34.67065606,大阪市立堀江中学校,おおさかしりつほりえちゅうがっこう,西区南堀江3-5-7,西区,06-6531-7868,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j562152,中学校,2176,25603
135.4616332,34.66657183,大阪市立市岡中学校,おおさかしりついちおかちゅうがっこう,港区磯路1-5-21,港区,06-6572-7231,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j572180,中学校,1956,25701
135.4483828,34.65793283,大阪市立港中学校,おおさかしりつみなとちゅうがっこう,港区池島1-5-35,港区,06-6572-4461,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j572181,中学校,2013,25702
135.4566192,34.66043108,大阪市立港南中学校,おおさかしりつこうなんちゅうがっこう,港区三先1-5-28,港区,06-6573-0051,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j572182,中学校,1977,25703
135.4649109,34.66729403,大阪市立市岡東中学校,おおさかしりついちおかひがしちゅうがっこう,港区市岡元町3-2-18,港区,06-6582-8580,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j572183,中学校,2008,25704
135.4378031,34.65268892,大阪市立築港中学校,おおさかしりつちっこうちゅうがっこう,港区築港1-2-41,港区,06-6575-3092,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j572184,中学校,2028,25705
135.4775421,34.66206106,大阪市立大正東中学校,おおさかしりつたいしょうひがしちゅうがっこう,大正区三軒家東4-4-30,大正区,06-6551-0630・3401,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j582210,中学校,3820,25801
135.4716893,34.64392506,大阪市立大正中央中学校,おおさかしりつたいしょうちゅうおうちゅうがっこう,大正区小林東3-23-5,大正区,06-6552-6565～7,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j582211,中学校,3838,25802
135.4649581,34.63654683,大阪市立大正西中学校,おおさかしりつたいしょうにしちゅうがっこう,大正区南恩加島6-14-37,大正区,06-6551-0294・6000,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j582212,中学校,3936,25803
135.4688563,34.65018303,大阪市立大正北中学校,おおさかしりつたいしょうきたちゅうがっこう,大正区北村3-1-1,大正区,06-6554-6050,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j582213,中学校,3959,25804
135.5173249,34.64944406,大阪市立天王寺中学校,おおさかしりつてんのうじちゅうがっこう,天王寺区北河堀町6-20,天王寺区,06-6771-0903,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j592240,中学校,4340,25901
135.5194499,34.66057517,大阪市立夕陽丘中学校,おおさかしりつゆうひがおかちゅうがっこう,天王寺区小宮町6-28,天王寺区,06-6772-3331,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j592241,中学校,4267,25902
135.5237469,34.671492,大阪市立高津中学校,おおさかしりつこうづちゅうがっこう,天王寺区城南寺町1-31,天王寺区,06-6761-2487,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j592242,中学校,4291,25903
135.4913032,34.66247817,大阪市立難波中学校,おおさかしりつなんばちゅうがっこう,浪速区塩草1-1-59,浪速区,06-6562-4477～9,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j612300,中学校,2589,26101
135.503547,34.65884981,大阪市立日本橋中学校,おおさかしりつにっぽんばしちゅうがっこう,浪速区日本橋西1-7-6,浪速区,06-6633-3751～2,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j612301,中学校,2640,26102
135.4997498,34.65355017,大阪市立木津中学校,おおさかしりつきづちゅうがっこう,浪速区戎本町1-3-46,浪速区,06-6632-5765～6,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j612302,中学校,2620,26103
135.4402717,34.70576406,大阪市立淀中学校,おおさかしりつよどちゅうがっこう,西淀川区大和田6丁目13番6号,西淀川区,06-6473-0691,,大和田連合(西一・西二・西三・西中・西中二・東五・第一住宅),http://swa.city-osaka.ed.jp/swas/index.php?id=j632360,中学校,3685,26301
135.446272,34.70270811,大阪市立西淀中学校,おおさかしりつにしよどちゅうがっこう,西淀川区姫島6丁目10番5号,西淀川区,06-6473-7121,,姫島連合(宮西第三・第四・第五・第六)福連合(第六),http://swa.city-osaka.ed.jp/swas/index.php?id=j632361,中学校,3684,26302
135.4614391,34.71493306,大阪市立歌島中学校,おおさかしりつうたじまちゅうがっこう,西淀川区歌島2丁目11番9号,西淀川区,06-6471-0197,,香簔連合(歌島・宮池・歌島公園東・御幣島東・フルレ歌島),http://swa.city-osaka.ed.jp/swas/index.php?id=j632362,中学校,3683,26303
135.4458644,34.71640286,大阪市立佃中学校,おおさかしりつつくだちゅうがっこう,西淀川区佃2丁目15番93号,西淀川区,06-6471-8131,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j632363,中学校,20,26304
135.4847437,34.72454403,大阪市立十三中学校,おおさかしりつじゅうそうちゅうがっこう,淀川区十三東5-1-27,淀川区,06-6301-2855,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j642390,中学校,2479,26401
135.475564,34.71546692,大阪市立新北野中学校,おおさかしりつしんきたのちゅうがっこう,淀川区新北野2-13-37,淀川区,06-6303-7641,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j642391,中学校,2497,26402
135.4880221,34.74071103,大阪市立三国中学校,おおさかしりつみくにちゅうがっこう,淀川区西三国2-5-24,淀川区,06-6392-0031,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j642392,中学校,2512,26403
135.4629193,34.72841386,大阪市立美津島中学校,おおさかしりつみつしまちゅうがっこう,淀川区加島1-54-41,淀川区,06-6309-0181,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j642393,中学校,2430,26404
135.4967059,34.74474989,大阪市立東三国中学校,おおさかしりつひがしみくにちゅうがっこう,淀川区東三国6-3-68,淀川区,06-6391-3588,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j642394,中学校,2544,26405
135.4926749,34.73738103,大阪市立宮原中学校,おおさかしりつみやはらちゅうがっこう,淀川区西宮原3-3-2,淀川区,06-6394-2455,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j642395,中学校,2507,26406
135.5099893,34.74330311,大阪市立淡路中学校,おおさかしりつあわじちゅうがっこう,東淀川区西淡路4-25-53,東淀川区,06-6322-4401,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j652420,中学校,1856,26501
135.5120563,34.72716911,大阪市立柴島中学校,おおさかしりつくにじまちゅうがっこう,東淀川区柴島2-8-36,東淀川区,06-6322-2566,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j652421,中学校,1857,26502
135.5449252,34.75261703,大阪市立瑞光中学校,おおさかしりつずいこうちゅうがっこう,東淀川区瑞光4-9-37,東淀川区,06-6328-5721,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j652422,中学校,1858,26503
135.5069589,34.73219625,大阪市立中島中学校,おおさかしりつなかじまちゅうがっこう,東淀川区東中島４－８－３８,東淀川区,06-6322-0333,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j652423,中学校,1859,26504
135.5375356,34.74407192,大阪市立東淀中学校,おおさかしりつひがしよどちゅうがっこう,東淀川区豊里6-25-19,東淀川区,06-6328-5650,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j652424,中学校,1860,26505
135.5479691,34.764794,大阪市立井高野中学校,おおさかしりついたかのちゅうがっこう,東淀川区井高野2-8-13,東淀川区,06-6340-2500,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j652425,中学校,1861,26506
135.5339783,34.739761,大阪市立新東淀中学校,おおさかしりつしんひがしよどちゅうがっこう,東淀川区豊里1-10-32,東淀川区,06-6327-6760,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j652426,中学校,1862,26507
135.5488611,34.74883911,大阪市立大桐中学校,おおさかしりつだいどうちゅうがっこう,東淀川区大桐4-5-8,東淀川区,06-6326-5838,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j652427,中学校,1863,26508
135.5595533,34.67760017,大阪市立東陽中学校,おおさかしりつとうようちゅうがっこう,東成区深江北2-5-7,東成区,06-6976-1001,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j662450,中学校,3355,26601
135.5464613,34.67628889,大阪市立本庄中学校,おおさかしりつほんじょうちゅうがっこう,東成区東中本3-14-2,東成区,06-6976-0316,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j662451,中学校,3486,26602
135.5377506,34.67107864,大阪市立玉津中学校,おおさかしりつたまつちゅうがっこう,東成区玉津1-12-36,東成区,06-6971-4438,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j662452,中学校,3327,26603
135.5536642,34.67484386,大阪市立相生中学校,おおさかしりつあいおいちゅうがっこう,東成区神路2-8-16,東成区,06-6976-1941,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j662453,中学校,3365,26604
135.5423313,34.65598908,大阪市立大池中学校,おおさかしりつおおいけちゅうがっこう,生野区中川6丁目3番6号,生野区,06-6752-3451,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j672480,中学校,4695,26701
135.5335532,34.65504397,大阪市立勝山中学校,おおさかしりつかつやまちゅうがっこう,生野区勝山北3丁目13番44号,生野区,06-6712-0017,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j672481,中学校,12,26702
135.5302061,34.65076683,大阪市立生野中学校,おおさかしりついくのちゅうがっこう,生野区生野西3丁目5番40号,生野区,06-6716-0121,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j672482,中学校,4593,26703
135.5503063,34.66100592,大阪市立東生野中学校,おおさかしりつひがしいくのちゅうがっこう,生野区新今里7丁目9番25号,生野区,06-6752-2885,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j672483,中学校,4591,26704
135.5431997,34.64388292,大阪市立田島中学校,おおさかしりつたじまちゅうがっこう,生野区田島5丁目23番7号,生野区,06-6758-1021,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j672484,中学校,4732,26705
135.5373692,34.657178,大阪市立鶴橋中学校,おおさかしりつつるはしちゅうがっこう,生野区勝山北4丁目9番22号,生野区,06-6731-6340,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j672485,中学校,4559,26706
135.5527001,34.64720819,大阪市立巽中学校,おおさかしりつたつみちゅうがっこう,生野区巽中3丁目17番20号,生野区,06-6757-0001,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j672486,中学校,4634,26707
135.5579472,34.65231094,大阪市立新生野中学校,おおさかしりつしんいくのちゅうがっこう,生野区巽東3丁目3番12号,生野区,06-6757-1421,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j672487,中学校,4646,26708
135.549867,34.639814,大阪市立新巽中学校,おおさかしりつしんたつみちゅうがっこう,生野区巽南4丁目2番53号,生野区,06-6793-7415,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j672488,中学校,4665,26709
135.5397192,34.71848917,大阪市立旭陽中学校,おおさかしりつきょくようちゅうがっこう,旭区高殿5-9-31,旭区,06-6951-5531,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j682510,中学校,1882,26801
135.5412216,34.72667814,大阪市立大宮中学校,おおさかしりつおおみやちゅうがっこう,旭区中宮4-7-11,旭区,06-6952-0435,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j682511,中学校,901,26802
135.5613859,34.71826692,大阪市立旭東中学校,おおさかしりつきょくとうちゅうがっこう,旭区新森6-7-25,旭区,06-6955-0044,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j682512,中学校,1893,26803
135.5499108,34.73234997,大阪市立今市中学校,おおさかしりついまいちちゅうがっこう,旭区大宮5-13-40,旭区,06-6952-0371,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j682513,中学校,888,26804
135.5573469,34.69081711,大阪市立放出中学校,おおさかしりつはなてんちゅうがっこう,城東区放出西3-12-10,城東区,06-6961-5014,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j692540,中学校,4362,26901
135.5451078,34.70540589,大阪市立蒲生中学校,おおさかしりつがもうちゅうがっこう,城東区中央3-9-24,城東区,06-6932-5527,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j692541,中学校,5185,26902
135.5418583,34.69437794,大阪市立城陽中学校,おおさかしりつじょうようちゅうがっこう,城東区鴫野西3-3-64,城東区,06-6961-3366,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j692542,中学校,5134,26903
135.5576083,34.70707489,大阪市立菫中学校,おおさかしりつすみれちゅうがっこう,城東区古市1-18-4,城東区,06-6931-0237,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j692543,中学校,5090,26904
135.5558579,34.68187814,大阪市立城東中学校,おおさかしりつじょうとうちゅうがっこう,城東区永田3丁目3-58,城東区,06-6963-0811,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j692544,中学校,5069,26905
135.5527189,34.70198917,大阪市立鯰江中学校,おおさかしりつなまずえちゅうがっこう,城東区今福西4-7-20,城東区,06-6933-6943,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j692545,中学校,5109,26906
135.5776142,34.70376383,大阪市立茨田中学校,おおさかしりつまったちゅうがっこう,鶴見区諸口3-4-44,鶴見区,06-6911-0191,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j702570,中学校,4141,27001
135.5646077,34.70868586,大阪市立緑中学校,おおさかしりつみどりちゅうがっこう,鶴見区鶴見6-6-11,鶴見区,06-6911-3688,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j702571,中学校,4139,27002
135.5880753,34.71092781,大阪市立茨田北中学校,おおさかしりつまったきたちゅうがっこう,鶴見区茨田大宮1-1-31,鶴見区,06-6911-8121,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j702572,中学校,4142,27003
135.5680397,34.69243653,大阪市立今津中学校,おおさかしりついまづちゅうがっこう,鶴見区今津中1-3-55,鶴見区,06-6968-9194,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j702573,中学校,4140,27004
135.5694418,34.70229714,大阪市立横堤中学校,おおさかしりつよこづつみちゅうがっこう,鶴見区横堤1-11-27,鶴見区,06-6911-1361,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j702574,中学校,4143,27005
135.5209422,34.62732186,大阪市立昭和中学校,おおさかしりつしょうわちゅうがっこう,阿倍野区桃ケ池町2-3-17,阿倍野区,06-6621-0051,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j712600,中学校,1604,27101
135.5224082,34.64001392,大阪市立文の里中学校,おおさかしりつふみのさとちゅうがっこう,阿倍野区美章園1-5-52,阿倍野区,06-6621-0796,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j712601,中学校,1606,27102
135.5065532,34.62593289,大阪市立阪南中学校,おおさかしりつはんなんちゅうがっこう,阿倍野区北畠1-16-24,阿倍野区,06-6622-0005,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j712602,中学校,66,27103
135.505108,34.63508117,大阪市立松虫中学校,おおさかしりつまつむしちゅうがっこう,阿倍野区松虫通3-4-45,阿倍野区,06-6661-6681,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j712603,中学校,1230,27104
135.518386,34.62957192,大阪市立阿倍野中学校,おおさかしりつあべのちゅうがっこう,阿倍野区昭和町3-2-4,阿倍野区,06-6628-0505,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j712604,中学校,1212,27105
135.4878173,34.62139406,大阪市立住吉第一中学校,おおさかしりつすみよしだいいちちゅうがっこう,住之江区粉浜西1-5-11,住之江区,06-6678－0101,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j722630,中学校,4969,27201
135.4767969,34.618878,大阪市立加賀屋中学校,おおさかしりつかがやちゅうがっこう,住之江区西加賀屋2-9-20,住之江区,06-6681－0131,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j722632,中学校,5032,27202
135.4786746,34.60593906,大阪市立住之江中学校,おおさかしりつすみのえちゅうがっこう,住之江区御崎8-1-6,住之江区,06-6683－0001,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j722633,中学校,2,27203
135.4588863,34.60717492,大阪市立新北島中学校,おおさかしりつしんきたじまちゅうがっこう,住之江区新北島8-2-46,住之江区,06-6683－0071,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j722634,中学校,5040,27204
135.4232167,34.63587497,大阪市立南港北中学校,おおさかしりつなんこうきたちゅうがっこう,住之江区南港中4-3-39,住之江区,06-6613－0500,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j722635,中学校,5043,27205
135.4255559,34.62869711,大阪市立南港南中学校,おおさかしりつなんこうみなみちゅうがっこう,住之江区南港中3-5-14,住之江区,06-6614－0600,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j722636,中学校,5046,27206
135.4777638,34.61323311,大阪市立真住中学校,おおさかしりつますみちゅうがっこう,住之江区御崎2-2-32,住之江区,06-6686－8495,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j722637,中学校,5036,27207
135.499772,34.60736383,大阪市立三稜中学校,おおさかしりつさんりょうちゅうがっこう,住吉区千躰1丁目5番22号,住吉区,06-6691-2131,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j732660,中学校,549,27301
135.5113812,34.60469208,大阪市立我孫子中学校,おおさかしりつあびこちゅうがっこう,住吉区我孫子東1丁目4番32号,住吉区,06-6697-8161,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j732661,中学校,97,27302
135.495258,34.61884694,大阪市立住吉中学校,おおさかしりつすみよしちゅうがっこう,住吉区帝塚山西3丁目5番6号,住吉区,06-6672-3115,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j732662,中学校,547,27303
135.4968777,34.59761911,大阪市立大和川中学校,おおさかしりつやまとがわちゅうがっこう,住吉区遠里小野2丁目11番4号,住吉区,06-6694-0005,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j732663,中学校,550,27304
135.5197611,34.60347503,大阪市立東我孫子中学校,おおさかしりつひがしあびこちゅうがっこう,住吉区苅田1丁目16番2号,住吉区,06-6698-0001,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j732664,中学校,1574,27305
135.4944974,34.60612797,大阪市立墨江丘中学校,おおさかしりつすみえがおかちゅうがっこう,住吉区墨江4丁目15番34号,住吉区,06-6674-3612,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j732665,中学校,546,27306
135.5073859,34.61348892,大阪市立大領中学校,おおさかしりつだいりょうちゅうがっこう,住吉区大領4丁目3番25号,住吉区,06-6694-3743,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j732666,中学校,548,27307
135.511111,34.59321108,大阪市立我孫子南中学校,おおさかしりつあびこみなみちゅうがっこう,住吉区浅香1丁目8番55号,住吉区,06-6698-6310,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j732667,中学校,415,27308
135.522642,34.61588094,大阪市立田辺中学校,おおさかしりつたなべちゅうがっこう,東住吉区南田辺4-7-24,東住吉区,06-6692-0117,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j742690,中学校,3146,27401
135.5319861,34.63564697,大阪市立東住吉中学校,おおさかしりつひがしすみよしちゅうがっこう,東住吉区桑津5-17-25,東住吉区,06-6719-4488,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j742691,中学校,3059,27402
135.5393668,34.62005008,大阪市立中野中学校,おおさかしりつなかのちゅうがっこう,東住吉区中野4-4-25,東住吉区,06-6702-4455,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j742692,中学校,3105,27403
135.5408612,34.60184683,大阪市立矢田中学校,おおさかしりつやたちゅうがっこう,東住吉区住道矢田9-7-55,東住吉区,06-6702-5775,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j742693,中学校,3090,27404
135.5353783,34.63154697,大阪市立白鷺中学校,おおさかしりつしらざぎちゅうがっこう,東住吉区今川1-2-21,東住吉区,06-6713-0500,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j742694,中学校,3072,27405
135.5285278,34.60362808,大阪市立矢田南中学校,おおさかしりつやたみなみちゅうがっこう,東住吉区矢田3-4-27,東住吉区,06-6698-1521,,,http://swa.city-osaka.ed.jp/swas/index.php?id=e741699,中学校,3156,27406
135.5240441,34.60522481,大阪市立矢田西中学校,おおさかしりつやたにしちゅうがっこう,東住吉区公園南矢田2-12-47,東住吉区,06-6697-1891,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j742696,中学校,3060,27407
135.5458812,34.62021903,大阪市立摂陽中学校,おおさかしりつせつようちゅうがっこう,平野区平野西3-4-7,平野区,06-6702-0324,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j752720,中学校,2329,27501
135.5426109,34.623767,大阪市立平野中学校,おおさかしりつひらのちゅうがっこう,平野区背戸口1-16-26,平野区,06-6702-6721～3,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j752721,中学校,49,27502
135.5755,34.60535311,大阪市立長吉中学校,おおさかしりつながよしちゅうがっこう,平野区長吉長原東1-6-15,平野区,06-6709-3000,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j752722,中学校,2302,27503
135.553039,34.60673094,大阪市立瓜破中学校,おおさかしりつうりわりちゅうがっこう,平野区瓜破2-5-31,平野区,06-6709-2221,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j752723,中学校,2238,27504
135.5622422,34.63073575,大阪市立加美中学校,おおさかしりつかみちゅうがっこう,平野区加美正覚寺3-13-46,平野区,06-6791-5755,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j752724,中学校,2255,27505
135.5663608,34.60049183,大阪市立長吉西中学校,おおさかしりつながよしにしちゅうがっこう,平野区長吉長原西3-8-21,平野区,06-6708-0335,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j752725,中学校,2300,27506
135.5481113,34.61168608,大阪市立喜連中学校,おおさかしりつきれちゅうがっこう,平野区喜連西6-2-11,平野区,06-6704-0003,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j752726,中学校,2277,27507
135.5857752,34.60909211,大阪市立長吉六反中学校,おおさかしりつながよしろくたんちゅうがっこう,平野区長吉六反4-9-61,平野区,06-6707-8700,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j752727,中学校,2309,27508
135.5455531,34.60241914,大阪市立瓜破西中学校,おおさかしりつうりわりにしちゅうがっこう,平野区瓜破西2-12-22,平野区,06-6705-0700,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j752728,中学校,2246,27509
135.5698332,34.62363097,大阪市立加美南中学校,おおさかしりつかみみなみちゅうがっこう,平野区加美南1-10-15,平野区,06-6793-0724,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j752729,中学校,2258,27510
135.5533253,34.62784706,大阪市立平野北中学校,おおさかしりつひらのきたちゅうがっこう,平野区平野宮町1-8-55,平野区,06-6793-5121,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j752730,中学校,2316,27511
